Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
CFOESOCIAL	Informa os CFOPS que serão exportados para o eSocial	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	CODI_PAA	Código da sequencial para chave da tabela	dtInteger	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	CODI_EMP	Código da empresa	dtInteger	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	CODI_TRA	Código do Parceiro	dtInteger	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	DUMANUT	Data da última Manutenção	dtDateTime	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	DINSERT	Data da inserção	dtDateTime	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
PARCEIROSPAA	Informa quais parceiros são no PAA	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PROJOSPLAN	Planejamento de horas da OS	CODI_POP	Código do planejamento da Ordem de Serviço	dtInteger	T	F
PROJOSPLAN	Planejamento de horas da OS	CODI_POS	Código da Ordem de Serviço	dtInteger	T	F
PROJOSPLAN	Planejamento de horas da OS	DATA_POP	Data da proposta	dtDate	T	F
PROJOSPLAN	Planejamento de horas da OS	HINM_POP	Horário inicial manhã	dtTime	T	F
PROJOSPLAN	Planejamento de horas da OS	HFIM_POP	Horário final manhã	dtTime	T	F
PROJOSPLAN	Planejamento de horas da OS	HINT_POP	Horário inicial tarde	dtTime	T	F
PROJOSPLAN	Planejamento de horas da OS	HFIT_POP	Horário final tarde	dtTime	T	F
PROJOSPLAN	Planejamento de horas da OS	OBSE_POP	Observações	dtBLOB	T	F
PROJOSPLAN	Planejamento de horas da OS	TOTD_POP	Total horas - diário	dtDouble	T	F
PROJOSPLAN	Planejamento de horas da OS	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
PROJOSPLAN	Planejamento de horas da OS	DINSERT	Data da inserção	dtDateTime	T	F
PROJOSPLAN	Planejamento de horas da OS	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PROJOSPLAN	Planejamento de horas da OS	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PROJOSPLAN	Planejamento de horas da OS	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
PROJOSPLAN	Planejamento de horas da OS	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
PROJOSPLAN	Planejamento de horas da OS	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
CONFREMBANCCPCONTA	Contas vinculadas com a configuração de layout de baixa aut	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
EMBSIGEN	Embalagens - SIGEN	CODI_ESI	Código da Embalagem	dtInteger	T	F
EMBSIGEN	Embalagens - SIGEN	QTDE_ESI	Quantidade	dtDouble	T	F
EMBSIGEN	Embalagens - SIGEN	UNID_ESI	Unidade	dtString	T	F
EMBSIGEN	Embalagens - SIGEN	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
EMBSIGEN	Embalagens - SIGEN	DINSERT	Data da inserção	dtDateTime	T	F
EMBSIGEN	Embalagens - SIGEN	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
EMBSIGEN	Embalagens - SIGEN	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
EMBSIGEN	Embalagens - SIGEN	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
EMBSIGEN	Embalagens - SIGEN	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
EMBSIGEN	Embalagens - SIGEN	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	CODI_PSV	Código do produto/ serviço	dtString	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	CODI_ESI	Código da identificação da embalagem SIGEN	dtInteger	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	CODI_UNS	Código da unidade SIGEN	dtInteger	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	FACO_CSI	Fator de conversão	dtDouble	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	VOLU_CSI	Volume da conversão	dtDouble	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	UNID_CSI	Unidade	dtString	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	DUMANUT	Data da última manutenção na tabela	dtDateTime	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	DINSERT	Data da inserção	dtDateTime	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
CONVERSAOSIGEN	Conversão de embalagens - SIGEN	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ACERTOUSO	Acerto/Uso de produtos	CODI_EMP	Código da loja	dtInteger	T	F
ACERTOUSO	Acerto/Uso de produtos	CODI_ACU	Código do Acerto/Uso	dtInteger	T	F
ACERTOUSO	Acerto/Uso de produtos	TIPO_ACU	Tipo (AS - Ajuste de saldo, US - Uso)	dtString	T	F
ACERTOUSO	Acerto/Uso de produtos	OPER_ACU	Operação (E - Entrada, S - Saída)	dtString	T	F
ACERTOUSO	Acerto/Uso de produtos	DEMI_ACU	Data de emissão	dtDate	T	F
ACERTOUSO	Acerto/Uso de produtos	CODI_OBS	Código da Observação	dtInteger	T	F
ACERTOUSO	Acerto/Uso de produtos	OBSE_ACU	Observações	dtBLOB	T	F
ACERTOUSO	Acerto/Uso de produtos	SITU_ACU	Situação (A - Aberto, E - Enviado, C - Cancelado)	dtString	T	F
ACERTOUSO	Acerto/Uso de produtos	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ACERTOUSO	Acerto/Uso de produtos	DINSERT	Data da inserção	dtDateTime	T	F
ACERTOUSO	Acerto/Uso de produtos	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ACERTOUSO	Acerto/Uso de produtos	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ACERTOUSO	Acerto/Uso de produtos	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ACERTOUSO	Acerto/Uso de produtos	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ACERTOUSO	Acerto/Uso de produtos	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CTRL_IAU	Controle da tabela	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CODI_ACU	Código do Acerto/Uso	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CODI_PSV	Código do produto	dtString	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	NOTA_NOT	Número da Nota	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	SERI_NOT	Série da nota	dtString	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CODI_EMP	Código da Empresa da Receita	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CODI_RES	Código do responsável técnico da Receita	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	NUME_REC	Número da receita	dtDouble	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	QTDE_IAU	Quantidade	dtDouble	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	RETO_IAU	Retorno do envio do retgistro para a API	dtString	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	DINSERT	Data da inserção	dtDateTime	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
IACERTOUSO	Itens do Acerto/Uso de produtos	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	CODI_PES	código da pessoa	dtInteger	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	DATA_LSL	data da liberação	dtDateTime	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	DUMANUT	Data da última manutenção	dtDateTime	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	DINSERT	Data da inserção	dtDateTime	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
LIBSOLICOMPRA	Liberação dos produtos das solicitações de compras	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
LIBCOTACAO	Liberação dos produtos das cotações	CODI_EMP	Código da loja	dtInteger	T	F
LIBCOTACAO	Liberação dos produtos das cotações	NUME_COT	Número da cotação	dtInteger	T	F
LIBCOTACAO	Liberação dos produtos das cotações	CODI_PSV	Código do produto/serviço	dtString	T	F
LIBCOTACAO	Liberação dos produtos das cotações	CODI_PES	código da pessoa	dtInteger	T	F
LIBCOTACAO	Liberação dos produtos das cotações	DATA_LCO	data da liberação	dtDateTime	T	F
LIBCOTACAO	Liberação dos produtos das cotações	DUMANUT	Data da última manutenção	dtDateTime	T	F
LIBCOTACAO	Liberação dos produtos das cotações	DINSERT	Data da inserção	dtDateTime	T	F
LIBCOTACAO	Liberação dos produtos das cotações	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
LIBCOTACAO	Liberação dos produtos das cotações	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
LIBCOTACAO	Liberação dos produtos das cotações	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
LIBCOTACAO	Liberação dos produtos das cotações	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
LIBCOTACAO	Liberação dos produtos das cotações	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
MOVSIGEA	Dados enviados ao SIGEA	CTRL_MSA	Código do movimento	dtInteger	T	F
MOVSIGEA	Dados enviados ao SIGEA	CTRL_REC	Controle da tabela receita	dtString	T	F
MOVSIGEA	Dados enviados ao SIGEA	NUME_MSA	Número do registro no SIGEA	dtString	T	F
MOVSIGEA	Dados enviados ao SIGEA	SITU_MSA	Situação da receita no SIGEA (E)nviado ou (C)ancelado	dtString	T	F
MOVSIGEA	Dados enviados ao SIGEA	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
MOVSIGEA	Dados enviados ao SIGEA	DINSERT	Data da inserção	dtDateTime	T	F
MOVSIGEA	Dados enviados ao SIGEA	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
MOVSIGEA	Dados enviados ao SIGEA	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
MOVSIGEA	Dados enviados ao SIGEA	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
MOVSIGEA	Dados enviados ao SIGEA	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
MOVSIGEA	Dados enviados ao SIGEA	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
INTEGRACAO	Integração de Dados Siagri	GUID_INT	GUID - Estoque Integração	dtString	T	F
INTEGRACAO	Integração de Dados Siagri	SEQU_INS	Sequencial IntegracaoSiagri	dtInteger	T	F
INTEGRACAO	Integração de Dados Siagri	SEQU_IOP	Sequencial IntegracaoOperacoes	dtInteger	T	F
INTEGRACAO	Integração de Dados Siagri	VALO_INT	Valores	dtBLOB	T	F
INTEGRACAO	Integração de Dados Siagri	VERS_INT	Versão	dtInteger	T	F
INTEGRACAO	Integração de Dados Siagri	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
INTEGRACAO	Integração de Dados Siagri	DINSERT	Data da inserção	dtDateTime	T	F
INTEGRACAO	Integração de Dados Siagri	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
INTEGRACAO	Integração de Dados Siagri	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
INTEGRACAO	Integração de Dados Siagri	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
INTEGRACAO	Integração de Dados Siagri	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
INTEGRACAO	Integração de Dados Siagri	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	SEQU_ICO	Sequencial	dtInteger	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	SEQU_INS	Sequencial da tabela IntegracaoSiagri	dtInteger	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	SEQU_IOP	Sequencial da tabela IntegracaoOperacoes	dtInteger	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	DINSERT	Data da inserção	dtDateTime	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
INTEGRACAOCONFIG	Configurações das Integrações de Dados Siagri	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	SERI_NOT	Série da nota da empresa	dtString	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	ITEM_INO	Número sequêncial do item da nota fiscal	dtInteger	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	NPRE_NOT	Controle da tabela NOTAS	dtInteger	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	CODI_PSV	Código do produto/serviço	dtString	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	RESP_DRC	Responsável pela retenção: 0 - Não se aplica 1 - Remetente direto 2 - Remetente indireto 3 - Própri	dtInteger	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	TIPO_DRC	Tipo da arrecadação: 0 - Dare 1 - GNRE 9 - Vazio	dtInteger	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	CODA_DRC	Código do ajuste	dtString	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	NDAR_DRC	Número do Dare	dtString	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	DINSERT	Data da inserção	dtDateTime	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
DADOSDRCST	Dados para preenchimento da DRCST- SC	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	CODI_VIG	Código da vigência	dtInteger	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	CRDM_VIG	Código da RDM onde a tela/rotina foi desenvolvida	dtInteger	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	DTVG_VIG	Data de liberação para o uso da tela/rotina	dtDate	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	DUMANUT	Data da última manutenção	dtDateTime	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	DINSERT	Data da inserção	dtDateTime	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
VIGENCIARDM	Data de vigencia para liberação de telas e rotinas	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
CFGROUND	Configuração de arredondamento	CODI_CRO	Código da configuração de arredondamento	dtInteger	T	F
CFGROUND	Configuração de arredondamento	DESC_CRO	Descrição da configuração de arredondamento	dtString	T	F
CFGROUND	Configuração de arredondamento	QCDE_CRO	Quantidade de casas decimais da configuração de arredondamento	dtInteger	T	F
CFGROUND	Configuração de arredondamento	SITU_CRO	Situação da configuração de arredondamento: (A)tiva ou (I)nativa	dtString	T	F
CFGROUND	Configuração de arredondamento	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
CFGROUND	Configuração de arredondamento	DINSERT	Data da inserção	dtDateTime	T	F
CFGROUND	Configuração de arredondamento	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CFGROUND	Configuração de arredondamento	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CFGROUND	Configuração de arredondamento	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
CFGROUND	Configuração de arredondamento	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
CFGROUND	Configuração de arredondamento	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ICFGROUND	Itens de configuração de arredondamento	CODI_ICR	Código do item de configuração de arredondamento	dtInteger	T	F
ICFGROUND	Itens de configuração de arredondamento	CODI_CRO	Código da configuração de arredondamento	dtInteger	T	F
ICFGROUND	Itens de configuração de arredondamento	MODE_ICR	Modelo do arredondamento: para (B)aixo; para (C)ima; para um (M)últiplo	dtString	T	F
ICFGROUND	Itens de configuração de arredondamento	CDEC_ICR	Casas decimais para aplicar a regra de arredondamento: 0, 1, 2, 3, 4, 5, 6, 7, 8 e 9.	dtString	T	F
ICFGROUND	Itens de configuração de arredondamento	MULT_ICR	Número múltiplo a ser aproximado no modelo de arredondamento para um múltiplo	dtDouble	T	F
ICFGROUND	Itens de configuração de arredondamento	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ICFGROUND	Itens de configuração de arredondamento	DINSERT	Data da inserção	dtDateTime	T	F
ICFGROUND	Itens de configuração de arredondamento	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ICFGROUND	Itens de configuração de arredondamento	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ICFGROUND	Itens de configuração de arredondamento	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ICFGROUND	Itens de configuração de arredondamento	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ICFGROUND	Itens de configuração de arredondamento	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
TRAVAROTINAINVENT	Tabela para Evitar Concorrencias Ex: Duas Telas Gerando o m	CODI_ITV	Código da Trava	dtInteger	T	F
TRAVAROTINAINVENT	Tabela para Evitar Concorrencias Ex: Duas Telas Gerando o m	CODI_EMP	Código da loja	dtInteger	T	F
TRAVAROTINAINVENT	Tabela para Evitar Concorrencias Ex: Duas Telas Gerando o m	DATA_CIN	Data do inventário	dtDate	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
TRAVAROTINAINVENT	Tabela para Evitar Concorrencias Ex: Duas Telas Gerando o m	MOTI_CIN	01- No final do período/02-Na mudança de forma de tributação da mercadoria(ICMS)/03- Na solicitação	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	CODI_PJL	Código do registro logistico da OS	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	SEQU_PJL	Sequencia do trecho	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	CODI_POS	Código da ordem de serviço	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	CORI_MUN	Código do município de origem	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	CDES_MUN	Código do município de destino	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	SENT_PJL	Sentido do Translado (I)da ou (V)olta	dtString	T	F
PROJOSLOG	Planejamento logístico da OS	TIPO_PJL	Tipo de transporte: 1-Avião, 2-Ônibus, 3-Carro, 4-Taxi, 5-Terceiro	dtString	T	F
PROJOSLOG	Planejamento logístico da OS	DUMANUT	Data da última manutenção	dtDateTime	T	F
PROJOSLOG	Planejamento logístico da OS	DINSERT	Data da inserção	dtDateTime	T	F
PROJOSLOG	Planejamento logístico da OS	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PROJOSLOG	Planejamento logístico da OS	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PROJOSLOG	Planejamento logístico da OS	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
PROJOSLOG	Planejamento logístico da OS	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
PROJOSLOG	Planejamento logístico da OS	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	CODI_TIK	Código ticket vinculado ao planejamento logistico	dtInteger	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	TIPO_TIK	Tipo de ticket: (V)oucher (H)otel (R)eserva	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	VOUC_TIK	Código do voucher	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	NPLA_VEI	Placa do veículo	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	VIAC_TIK	Viação do voucher	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	TFAT_TIK	Tipo de faturamento: (S)iagri (C)liente	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	CODI_PJL	Código do registro logistico da OS	dtInteger	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	CODI_TRA	Código da empresa (transporte ou hotel)	dtInteger	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	RAZA_TRA	Razão social da empresa (transporte ou hotel)	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	CGC_TRA	CNPJ/CPF da empresa	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	CODI_MUN	Município da empresa	dtInteger	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	ENDE_TIK	Endereço da empresa	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	NEND_TIK	Número do endereço da empresa	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	BAIR_TIK	Bairro da empresa	dtString	T	F
PROJOSLOGTIK	Tickets vinculados ao planejamento logístico da OS	TELE_TIK	Telefone da empresa	dtString	T	F
